Rank,Name,Net Worth,Real Time Wealth,Age,State,Source of Wealth,Philanthropic Score,profile,url
261,Paul Singer,$4.30 ,$4.30 ,77,New York,hedge funds,2,"Hedge fund magnate Paul Singer is known for his high-profile, and often combative, dealmaking.
He founded his hedge fund firm, Elliott Management, in 1977 with $1.3 million. The firm now has some $45 billion in assets under management.
He famously spent 15 years warring with the government of Argentina over bond payments, which resulted in a $2.4 billion payout to his firm in 2016.
In July 2018 Elliott took over beleaguered soccer club AC Milan.
Singer frequently donates to Jewish and pro-Israel causes, including BBYO and Hillel. He's given roughly $300 million to his foundation since 2010.",https://www.forbes.com/profile/paul-singer/
261,Ty Warner,$4.30 ,$4.20 ,77,Illinois,"real estate, plush toys",2,"Ty Warner is the creator of Beanie Babies, the plush toy fad of the 1990s.
Warner used the profits from selling Beanie Babies to assemble a high-end hotel portfolio, including the Four Seasons in New York.
His Ty Inc. still sells a related Beanie Baby toy called a Beanie Boo around the world.
His Las Ventanas al Paraiso resort in Mexico rents its Ty Warner Mansion for $35,000 a night.
Warner has donated $100 million in cash and toys to the Children's Hunger Fund since 2005.",https://www.forbes.com/profile/ty-warner/
261,Cameron Winklevoss,$4.30 ,$4.30 ,40,New York,cryptocurrency,1,"Identical twins Cameron and Tyler Winklevoss cofounded cryptocurrency exchange Gemini in 2014; today it processes about $200 million a day in trades.
Cameron is Gemini's president; Tyler is CEO.
The former Olympic rowers are best known for accusing Mark Zuckerberg of stealing their idea for a social network.
They used some of their $65 million legal settlement with the Facebook CEO to start stockpiling Bitcoin.
The twins still own an estimated 70,000 Bitcoins, in addition to other digital assets.",https://www.forbes.com/profile/cameron-winklevoss/
261,Tyler Winklevoss,$4.30 ,$4.30 ,40,New York,cryptocurrency,1,"Identical twins Tyler and Cameron Winklevoss cofounded cryptocurrency exchange Gemini in 2014; today it processes about $200 million a day in trades.
Tyler is Gemini's CEO; Cameron is president.
The former Olympic rowers are best known for accusing Mark Zuckerberg of stealing their idea for a social network.
They used some of their $65 million legal settlement with the Facebook CEO to start stockpiling Bitcoin.
The twins still own an estimated 70,000 Bitcoins, in addition to other digital assets.",https://www.forbes.com/profile/tyler-winklevoss/
269,Jim McKelvey,$4.20 ,$3.80 ,55,Missouri,mobile payments,1,"Jim McKelvey cofounded payments firm Square with Jack Dorsey in 2009 after he had trouble selling a $2,000 art piece from his studio.
McKelvey remains on Square's board, but has started a new company, Invisibly, which powers micropayments for journalism and publishing.
He owns nearly 5% of Square and has netted at least $270 million from selling Square shares.
A serial entrepreneur, he has started at least seven companies, ranging from a CD cabinet maker to a glass-blowing studio.
He also sits on the board of the Federal Reserve Bank of St. Louis and started a nonprofit, LaunchCode, to teach people how to program.
In March 2020, he released ""The Innovation Stack,"" a book detailing Square's battle with Amazon to create a better payments system.",https://www.forbes.com/profile/jim-mckelvey/
269,Janice McNair,$4.20 ,$4.20 ,85,Texas,"energy, sports",2,"Janice McNair, widow of Robert (Bob) McNair, inherited her late husband's 80% stake in the NFL's Houston Texans; he died in 2018.
The couple met at Columbia College in South Carolina in the late 1950s and moved to Houston. Together they had four children and 15 grandchildren.
Bob made his first fortune selling his power generator company Cogen Technologies to Enron for $1.5 billion in 1999.
With the proceeds of Cogen's sale, he paid $600 million that year for the 32nd NFL franchise for Houston.
He retained ownership in Cogen's power plants in New York and West Virginia and started Palmetto Partners, a private investment company.",https://www.forbes.com/profile/janice-mcnair/
269,"Walter Scott, Jr. & family",$4.20 ,$4.20 ,90,Nebraska,"utilities, telecom",2,"Walter Scott Jr., a lifelong friend of Warren Buffett, died in September 2021 at age 90.
He owed the bulk of his $4.2 billion fortune to Berkshire Hathaway Energy, Buffett's massive utilities subsidiary.
Scott began his career at construction giant Peter Kiewit in his native Omaha, Nebraska, rising to the rank of CEO in 1979.
He pushed Kiewit into telecom, fiber optics and power plants before retiring from the company in 1998.
In 2000, Scott and Buffett partnered to buy utility MidAmerican Energy, later renamed Berkshire Hathaway Energy, for $2 billion.
Scott and his family owned more than 6% of Berkshire Hathaway Energy when he died. He sat on its board and the board of Berkshire Hathaway.",https://www.forbes.com/profile/walter-scott-jr/
269,Lynsi Snyder,$4.20 ,$4.20 ,39,California,In-N-Out Burger,1,"Lynsi Snyder is the heir to beloved West Coast chain In-N-Out Burger, which her grandparents founded in 1948.
She became a billionaire in 2017 on her 35th birthday, when she received the final portion of her inheritance, an additional stake in the chain.
Snyder's uncle and father, both previous In-N-Out presidents, died young; by 2000, Snyder, then just 18, was the last family heir.
She steadily received stakes in the business for a decade as part of a complex trust created by her grandparents.
Snyder took on the top job of president in 2010 and has since expanded the number of In-N-Out locations by more than 80 locations.",https://www.forbes.com/profile/lynsi-snyder/
273,Margot Birmingham Perot,$4.10 ,$4.20 ,87,Texas,"computer services, real estate",2,"Margot Birmingham Perot is the widow of the late technology entrepreneur and presidential candidate H. Ross Perot, Sr.
She gave her husband a $1,000 check to start Electronic Data Systems. He sold EDS to GM in 1984, netting $1.5 billion.
She and her family helped endow Dallas's Margot Perot Center, which has delivered more than 120,000 babies since 1983.
The former teacher also philanthropically supports the Perot Museum of Nature and Science and the Global Fund for Children.
Birmingham Perot met her husband on a blind date. Ross died in July 2019 at age 89 after a battle with leukemia.",https://www.forbes.com/profile/margot-birmingham-perot/
273,Thai Lee,$4.10 ,$4.10 ,62,Texas,IT provider,1,"Thai Lee is CEO of $11.1 billion (sales) IT provider SHI International, which has 20,000-plus customers including Boeing and AT&T.
Born in Bangkok, Lee grew up in South Korea and moved to the U.S. for high school.
A Harvard MBA, she did stints at Procter & Gamble and American Express before SHI.
Lee and her now ex-husband paid less than $1 million for a software reseller in 1989, the predecessor to SHI.
In 2018, Lee joined the board of Sonde Health, an affiliate of bio-pharma company PureTech Health that develops voice-based diagnostic technology.",https://www.forbes.com/profile/thai-lee/
273,Eric Lefkofsky,$4.10 ,$4.10 ,52,Illinois,Groupon,2,"Eric Lefkofsky made his fortune from the daily deals site Groupon, which he founded in 2008 with longtime business partner Brad Keywell.
Lefkofsky remains Groupon's chairman, but spends the bulk of his time running healthcare startup Tempus, which uses data to improve cancer treatment.
Together Lefkofsky and Keywell also founded VC firm Lightbank, which has made investments in over 100 companies like e-commerce company BeachMint.
Lefkofsky grew up outside of Detroit and went to the University of Michigan for his undergraduate and law degrees.",https://www.forbes.com/profile/eric-lefkofsky/
273,J. Joe Ricketts & family,$4.10 ,$4.60 ,80,Wyoming,TD Ameritrade,3,"Online stock trading pioneer Joe Ricketts founded brokerage firm Ameritrade four decades ago in Omaha, Nebraska and took it public in 1997.
His company acquired TD Waterhouse for $2.9 billion in stock and cash in 2006 and renamed itself TD Ameritrade.
In 2019, competitor Charles Schwab announced it would acquire TD Ameritrade in a $26 billion deal.
Ricketts retired from the board of directors of TD Ameritrade in 2011 but remained its largest individual shareholder.
He funded the construction of religious silent retreat center, the Cloisters on the Platte, in Nebraska, which hosted its first session in July.
His four children are the majority owners of the Chicago Cubs, which won the World Series in 2016 for the first time in 108 years.",https://www.forbes.com/profile/j-joe-ricketts/
273,Thomas Siebel,$4.10 ,$4.10 ,68,California,business software,3,"Thomas Siebel's software company C3.ai went public in December 2020, and opened trading at a market cap near $10 billion.
Today, C3.ai is focused on enterprise AI, but it started as a clean energy firm. It was briefly named C3IoT in 2016 to chase the IoT market.
Siebel was a salesman at Oracle. He left in 1990, built software firm Siebel Systems and sold it to Oracle for $5.8 billion in cash and stock in 2006.
He donated $25 million to his alma mater, U. of I. Urbana-Champaign, to build an design center bearing his name. It opened in August 2021.",https://www.forbes.com/profile/thomas-siebel/
273,Peter Thiel,$4.10 ,$4.10 ,53,California,"Facebook, investments",2,"PayPal cofounder Peter Thiel is the managing director of venture capital firm Founders Fund.
Among its investments are Airbnb and Affirm, which both went public in the past year, as well as Stripe and SpaceX.
He also cofounded CIA-backed big data startup Palantir, which went public via a direct listing in 2020.
Thiel, the first big investor in Facebook, has sold most of his stake in the social network but still sits on the company's board.
His Thiel Foundation gives a small number of young entrepreneurs $100,000 over two years to skip college and pursue their business dreams.
Thiel moved to Los Angeles from San Francisco in early 2018 after calling Silicon Valley a ""one-party state.""",https://www.forbes.com/profile/peter-thiel/
273,Steven Udvar-Hazy,$4.10 ,$4.20 ,75,California,aircraft leasing,3,"Steven Udvar-Hazy, who immigrated to New York from Hungary as a child, is credited with creating the airplane leasing industry.
He started his own airline in his 20s, but realized there was easier money to be made in buying planes and leasing them to airlines.
Udvar-Hazy's first airplane leasing firm, International Lease Finance Corp., was sold to AIG in 1990 for $1.3 billion.
He started his second airplane leasing company, Air Lease Corp., in 2010 and took it public a year later. He remains chairman.
The Smithsonian's National Air and Space Museum named its sister location in Virginia for him after a $60 million donation in 2000.
After immigrating to the U.S., Udvar-Hazy packed boxes in a Manhattan warehouse for 30 cents an hour when he was 14 years old.",https://www.forbes.com/profile/steven-udvar-hazy/
